EmployeeNumber,Age,age_band,Gender,MaritalStatus,Department,JobRole,JobLevel,Education_label,EducationField,BusinessTravel,DistanceFromHome,OverTime,MonthlyIncome,income_quartile,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,tenure_band,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,JobSatisfaction_label,EnvironmentSatisfaction_label,RelationshipSatisfaction_label,JobInvolvement_label,WorkLifeBalance_label,satisfaction_band,PerformanceRating,Attrition,attrition_flag
593,22,18 to 25,Male,Single,Research & Development,Laboratory Technician,1,1 Below College,Technical Degree,Travel_Frequently,4,No,3894,Q2,16,0,4,2,1 to 2,2,1,2,5,3,3 High,3 High,3 High,2 Medium,3 Better,Good,3,Yes,1
595,48,46 to 60,Female,Married,Sales,Sales Executive,2,5 Doctor,Marketing,Travel_Rarely,2,No,4051,Q2,14,1,14,9,6 to 10,7,6,7,2,2,4 Very High,2 Medium,1 Low,3 High,3 Better,Below average,3,No,0
597,55,46 to 60,Female,Single,Sales,Manager,4,5 Doctor,Life Sciences,Travel_Rarely,18,No,16835,Q4 highest,23,0,37,10,6 to 10,9,7,7,3,2,2 Medium,1 Low,4 Very High,3 High,3 Better,Below average,4,No,0
599,41,36 to 45,Male,Single,Sales,Sales Executive,2,2 College,Life Sciences,Non-Travel,10,No,6230,Q3,14,0,16,14,Over 10,3,1,10,7,3,4 Very High,4 Very High,4 Very High,3 High,3 Better,High,3,No,0
600,35,26 to 35,Male,Married,Sales,Sales Executive,2,3 Bachelor,Marketing,Travel_Rarely,1,No,4717,Q2,11,0,15,11,Over 10,9,6,9,9,2,3 High,2 Medium,3 High,3 High,3 Better,Below average,3,No,0
601,40,36 to 45,Female,Single,Research & Development,Manufacturing Director,4,3 Bachelor,Life Sciences,Travel_Rarely,6,No,13237,Q4 highest,15,0,22,20,Over 10,6,5,13,7,3,3 High,2 Medium,3 High,3 High,3 Better,Below average,3,No,0
602,39,36 to 45,Female,Married,Research & Development,Laboratory Technician,1,1 Below College,Life Sciences,Travel_Frequently,8,No,3755,Q2,11,1,8,8,6 to 10,3,0,7,1,3,3 High,3 High,1 Low,3 High,3 Better,Below average,3,No,0
604,31,26 to 35,Male,Single,Sales,Sales Executive,2,1 Below College,Life Sciences,Travel_Rarely,2,Yes,6582,Q3,13,0,10,6,6 to 10,5,0,5,4,2,4 Very High,2 Medium,3 High,3 High,4 Best,Good,3,No,0
605,42,36 to 45,Male,Married,Research & Development,Manufacturing Director,3,3 Bachelor,Medical,Travel_Rarely,24,Yes,7406,Q3,21,1,10,10,6 to 10,9,5,8,1,5,1 Low,4 Very High,4 Very High,3 High,2 Good,Below average,4,No,0
606,45,36 to 45,Male,Married,Sales,Sales Executive,2,3 Bachelor,Other,Travel_Rarely,2,No,4805,Q2,19,1,9,8,6 to 10,7,3,7,0,3,2 Medium,4 Very High,2 Medium,3 High,4 Best,Good,3,No,0
608,26,26 to 35,Female,Divorced,Human Resources,Human Resources,1,4 Master,Life Sciences,Travel_Frequently,17,Yes,2741,Q1 lowest,11,1,8,7,6 to 10,7,1,0,0,2,3 High,2 Medium,2 Medium,3 High,2 Good,Below average,3,Yes,1
611,29,26 to 35,Male,Divorced,Research & Development,Manufacturing Director,2,3 Bachelor,Technical Degree,Travel_Rarely,19,No,4262,Q2,12,2,8,3,3 to 5,2,1,2,4,2,4 Very High,4 Very High,2 Medium,3 High,4 Best,Good,3,No,0
612,33,26 to 35,Female,Divorced,Research & Development,Research Director,4,5 Doctor,Medical,Travel_Rarely,1,No,16184,Q4 highest,19,1,10,6,6 to 10,1,0,5,4,2,3 High,1 Low,3 High,4 Very High,3 Better,Below average,3,No,0
613,31,26 to 35,Male,Divorced,Sales,Manager,3,3 Bachelor,Life Sciences,Travel_Rarely,7,No,11557,Q4 highest,21,1,10,5,3 to 5,4,0,1,9,3,4 Very High,3 High,3 High,2 Medium,2 Good,Good,4,No,0
614,18,18 to 25,Male,Single,Sales,Sales Representative,1,3 Bachelor,Marketing,Travel_Frequently,5,Yes,1878,Q1 lowest,14,0,0,0,Under 1 year,0,0,0,1,3,2 Medium,2 Medium,4 Very High,3 High,3 Better,Below average,3,Yes,1
615,40,36 to 45,Male,Divorced,Sales,Sales Executive,3,3 Bachelor,Other,Non-Travel,28,No,10932,Q4 highest,15,1,20,1,Under 1 year,0,0,1,3,2,1 Low,3 High,3 High,1 Low,3 Better,Below average,3,No,0
616,41,36 to 45,Female,Single,Research & Development,Healthcare Representative,2,4 Master,Other,Non-Travel,2,Yes,6811,Q3,17,0,10,8,6 to 10,7,0,7,2,3,3 High,1 Low,1 Low,2 Medium,3 Better,Low,3,No,0
618,26,26 to 35,Male,Divorced,Sales,Sales Executive,2,2 College,Medical,Travel_Rarely,29,No,4306,Q2,12,2,8,0,Under 1 year,0,0,0,5,5,3 High,1 Low,1 Low,3 High,3 Better,Low,3,No,0
620,35,26 to 35,Female,Single,Sales,Sales Executive,2,3 Bachelor,Medical,Travel_Rarely,1,No,4859,Q2,16,0,5,5,3 to 5,4,0,3,1,3,3 High,1 Low,4 Very High,3 High,3 Better,Below average,3,No,0
621,34,26 to 35,Male,Single,Sales,Sales Executive,2,4 Master,Life Sciences,Travel_Rarely,21,No,5337,Q3,12,0,10,10,6 to 10,7,5,7,1,3,4 Very High,4 Very High,4 Very High,4 Very High,3 Better,High,3,No,0
622,26,26 to 35,Male,Single,Research & Development,Laboratory Technician,1,3 Bachelor,Technical Degree,Travel_Rarely,24,Yes,2340,Q1 lowest,18,0,1,1,Under 1 year,0,0,0,1,3,4 Very High,3 High,2 Medium,1 Low,1 Bad,Below average,3,Yes,1
623,37,36 to 45,Female,Single,Research & Development,Manufacturing Director,3,3 Bachelor,Technical Degree,Travel_Rarely,1,No,7491,Q3,17,0,12,6,6 to 10,5,1,2,4,3,4 Very High,2 Medium,4 Very High,3 High,4 Best,Good,3,No,0
624,46,46 to 60,Female,Married,Research & Development,Healthcare Representative,3,1 Below College,Medical,Travel_Frequently,18,No,10527,Q4 highest,11,0,28,2,1 to 2,2,1,2,5,3,3 High,1 Low,4 Very High,3 High,2 Good,Below average,3,No,0
625,41,36 to 45,Female,Married,Sales,Manager,4,5 Doctor,Life Sciences,Travel_Rarely,2,No,16595,Q4 highest,16,1,22,18,Over 10,16,11,8,7,2,1 Low,2 Medium,2 Medium,3 High,3 Better,Low,3,No,0
626,37,36 to 45,Male,Divorced,Sales,Sales Executive,3,4 Master,Medical,Non-Travel,9,No,8834,Q4 highest,13,1,9,9,6 to 10,5,7,7,1,6,2 Medium,1 Low,4 Very High,3 High,3 Better,Below average,3,No,0
630,52,46 to 60,Male,Divorced,Research & Development,Research Scientist,2,2 College,Technical Degree,Travel_Rarely,6,Yes,5577,Q3,12,2,18,10,6 to 10,9,6,9,3,3,1 Low,4 Very High,2 Medium,3 High,3 Better,Below average,3,No,0
631,32,26 to 35,Male,Married,Sales,Sales Executive,2,4 Master,Other,Non-Travel,11,No,4707,Q2,12,0,6,4,3 to 5,2,1,2,8,2,3 High,4 Very High,4 Very High,4 Very High,3 Better,Good,3,Yes,1
632,24,18 to 25,Male,Married,Sales,Sales Representative,1,3 Bachelor,Medical,Travel_Frequently,24,No,2400,Q1 lowest,13,2,3,2,1 to 2,2,2,1,0,3,4 Very High,4 Very High,3 High,3 High,3 Better,Good,3,No,0
634,38,36 to 45,Female,Married,Research & Development,Healthcare Representative,2,3 Bachelor,Medical,Travel_Rarely,10,No,9824,Q4 highest,19,1,18,1,Under 1 year,0,0,0,3,4,3 High,3 High,3 High,3 High,3 Better,Good,3,No,0
635,37,36 to 45,Female,Married,Research & Development,Manufacturing Director,2,4 Master,Life Sciences,Travel_Rarely,1,No,6447,Q3,12,1,8,6,6 to 10,5,4,3,6,2,2 Medium,2 Medium,2 Medium,3 High,2 Good,Low,3,No,0
638,49,46 to 60,Male,Divorced,Research & Development,Research Director,5,4 Master,Life Sciences,Travel_Rarely,18,Yes,19502,Q4 highest,17,1,31,31,Over 10,9,0,9,1,5,3 High,4 Very High,3 High,2 Medium,3 Better,Good,3,No,0
639,24,18 to 25,Male,Married,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Rarely,23,Yes,2725,Q1 lowest,11,2,6,6,6 to 10,5,1,4,1,3,4 Very High,2 Medium,2 Medium,4 Very High,3 Better,Below average,3,No,0
641,26,26 to 35,Male,Married,Sales,Sales Executive,2,2 College,Marketing,Travel_Rarely,28,No,6272,Q3,20,2,6,5,3 to 5,3,1,4,1,5,2 Medium,1 Low,4 Very High,3 High,4 Best,Below average,4,No,0
643,24,18 to 25,Male,Married,Research & Development,Laboratory Technician,1,2 College,Other,Travel_Rarely,17,No,2127,Q1 lowest,21,1,1,1,Under 1 year,0,0,0,1,2,2 Medium,4 Very High,4 Very High,2 Medium,3 Better,Good,4,No,0
644,50,46 to 60,Male,Married,Human Resources,Manager,5,3 Bachelor,Medical,Travel_Frequently,3,No,18200,Q4 highest,11,1,32,32,Over 10,5,10,7,1,2,2 Medium,1 Low,3 High,3 High,3 Better,Below average,3,No,0
645,25,18 to 25,Male,Married,Sales,Sales Representative,1,1 Below College,Medical,Travel_Rarely,13,No,2096,Q1 lowest,11,0,7,7,6 to 10,4,0,6,1,1,3 High,2 Medium,3 High,3 High,3 Better,Below average,3,No,0
647,24,18 to 25,Female,Married,Research & Development,Laboratory Technician,1,3 Bachelor,Life Sciences,Travel_Frequently,7,Yes,2886,Q1 lowest,16,1,6,6,6 to 10,3,1,2,1,4,3 High,1 Low,4 Very High,3 High,3 Better,Below average,3,Yes,1
648,30,26 to 35,Male,Married,Sales,Sales Representative,1,4 Master,Life Sciences,Travel_Frequently,12,No,2033,Q1 lowest,18,1,1,1,Under 1 year,0,0,0,1,2,1 Low,2 Medium,3 High,2 Medium,4 Best,Below average,3,Yes,1
649,34,26 to 35,Male,Married,Research & Development,Research Scientist,1,2 College,Life Sciences,Travel_Rarely,1,Yes,3622,Q2,13,1,6,6,6 to 10,5,1,3,1,3,4 Very High,2 Medium,4 Very High,2 Medium,3 Better,Good,3,No,0
650,31,26 to 35,Male,Divorced,Sales,Sales Executive,2,4 Master,Medical,Travel_Rarely,13,No,4233,Q2,17,0,9,3,3 to 5,1,1,2,2,2,1 Low,2 Medium,3 High,3 High,1 Bad,Low,3,Yes,1
652,35,26 to 35,Male,Single,Research & Development,Laboratory Technician,2,2 College,Other,Travel_Rarely,25,No,3681,Q2,14,0,9,3,3 to 5,2,0,2,4,3,4 Very High,1 Low,4 Very High,2 Medium,3 Better,Good,3,No,0
653,31,26 to 35,Male,Divorced,Sales,Sales Executive,2,4 Master,Medical,Travel_Rarely,6,No,5460,Q3,22,2,13,7,6 to 10,7,5,7,4,4,4 Very High,1 Low,4 Very High,4 Very High,4 Best,Good,4,No,0
655,27,26 to 35,Female,Divorced,Research & Development,Research Scientist,1,4 Master,Medical,Travel_Rarely,6,No,2187,Q1 lowest,12,2,6,5,3 to 5,3,0,3,0,5,3 High,1 Low,3 High,2 Medium,2 Good,Below average,3,No,0
656,37,36 to 45,Male,Married,Sales,Sales Executive,2,3 Bachelor,Marketing,Travel_Rarely,2,Yes,9602,Q4 highest,11,1,17,3,3 to 5,0,1,0,4,3,3 High,4 Very High,3 High,3 High,2 Good,Good,3,No,0
657,20,18 to 25,Female,Single,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Travel_Rarely,1,No,2836,Q1 lowest,13,0,1,1,Under 1 year,0,0,0,1,0,2 Medium,4 Very High,4 Very High,2 Medium,4 Best,Good,3,No,0
659,42,36 to 45,Female,Married,Research & Development,Healthcare Representative,2,4 Master,Life Sciences,Travel_Rarely,2,No,4089,Q2,13,2,10,10,6 to 10,2,2,2,1,4,4 Very High,3 High,2 Medium,3 High,3 Better,Good,3,No,0
661,43,36 to 45,Male,Divorced,Research & Development,Research Director,4,4 Master,Other,Travel_Rarely,6,Yes,16627,Q4 highest,14,1,21,1,Under 1 year,0,0,0,4,3,4 Very High,2 Medium,3 High,2 Medium,2 Good,Below average,3,No,0
662,38,36 to 45,Female,Single,Research & Development,Research Scientist,1,1 Below College,Life Sciences,Travel_Rarely,1,No,2619,Q1 lowest,17,0,8,0,Under 1 year,0,0,0,3,3,1 Low,3 High,4 Very High,3 High,2 Good,Below average,3,No,0
663,43,36 to 45,Male,Divorced,Research & Development,Laboratory Technician,2,5 Doctor,Medical,Travel_Frequently,9,Yes,5679,Q3,13,1,10,8,6 to 10,7,4,7,3,3,3 High,4 Very High,2 Medium,3 High,3 Better,Good,3,No,0
664,48,46 to 60,Female,Married,Research & Development,Manager,4,4 Master,Life Sciences,Travel_Rarely,1,No,15402,Q4 highest,11,1,21,3,3 to 5,2,0,2,7,3,1 Low,4 Very High,1 Low,2 Medium,1 Bad,Low,3,No,0
665,44,36 to 45,Female,Single,Human Resources,Human Resources,2,4 Master,Life Sciences,Travel_Rarely,1,No,5985,Q3,11,0,10,2,1 to 2,2,0,2,4,1,3 High,1 Low,2 Medium,2 Medium,4 Best,Below average,3,No,0
666,34,26 to 35,Female,Divorced,Sales,Sales Representative,1,3 Bachelor,Technical Degree,Travel_Rarely,14,Yes,2579,Q1 lowest,18,2,8,8,6 to 10,2,0,6,1,3,3 High,3 High,4 Very High,3 High,3 Better,Good,3,No,0
667,27,26 to 35,Male,Divorced,Sales,Sales Representative,1,1 Below College,Marketing,Travel_Rarely,2,No,3041,Q2,11,1,5,4,3 to 5,3,0,2,0,3,1 Low,3 High,2 Medium,3 High,3 Better,Below average,3,Yes,1
669,21,18 to 25,Male,Single,Sales,Sales Representative,1,1 Below College,Technical Degree,Travel_Rarely,22,No,3447,Q2,11,0,3,3,3 to 5,2,1,2,1,2,3 High,3 High,3 High,3 High,3 Better,Good,3,No,0
671,44,36 to 45,Male,Married,Research & Development,Manager,5,4 Master,Other,Travel_Rarely,3,Yes,19513,Q4 highest,12,1,26,2,1 to 2,2,0,1,4,2,4 Very High,4 Very High,1 Low,3 High,4 Best,Good,3,No,0
675,22,18 to 25,Male,Married,Research & Development,Research Scientist,1,1 Below College,Medical,Travel_Rarely,6,No,2773,Q1 lowest,20,0,3,2,1 to 2,2,2,2,0,3,3 High,1 Low,4 Very High,3 High,3 Better,Below average,4,No,0
677,33,26 to 35,Male,Divorced,Sales,Sales Executive,2,4 Master,Marketing,Travel_Rarely,8,No,7104,Q3,12,0,6,5,3 to 5,0,1,2,0,3,3 High,3 High,4 Very High,3 High,3 Better,Good,3,No,0
679,32,26 to 35,Female,Married,Research & Development,Research Scientist,2,4 Master,Life Sciences,Travel_Rarely,9,Yes,6322,Q3,12,1,6,6,6 to 10,4,0,5,1,2,4 Very High,1 Low,4 Very High,3 High,2 Good,Below average,3,No,0
680,30,26 to 35,Female,Divorced,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Frequently,3,No,2083,Q1 lowest,20,1,1,1,Under 1 year,0,0,0,1,2,3 High,3 High,3 High,3 High,3 Better,Good,4,No,0
682,53,46 to 60,Female,Single,Sales,Sales Executive,2,1 Below College,Medical,Travel_Rarely,1,No,8381,Q4 highest,20,0,18,14,Over 10,7,8,10,7,2,1 Low,4 Very High,4 Very High,3 High,4 Best,Good,4,No,0
683,34,26 to 35,Male,Married,Research & Development,Research Scientist,1,5 Doctor,Life Sciences,Travel_Rarely,1,No,2691,Q1 lowest,12,1,10,10,6 to 10,9,8,8,1,4,4 Very High,2 Medium,4 Very High,3 High,2 Good,Good,3,No,0
684,45,36 to 45,Female,Married,Sales,Sales Executive,2,4 Master,Life Sciences,Travel_Frequently,26,No,4286,Q2,14,2,5,1,Under 1 year,1,0,0,2,4,1 Low,1 Low,4 Very High,3 High,3 Better,Below average,3,Yes,1
686,26,26 to 35,Female,Married,Research & Development,Laboratory Technician,1,3 Bachelor,Life Sciences,Travel_Rarely,6,Yes,2659,Q1 lowest,13,1,3,3,3 to 5,2,0,2,1,2,4 Very High,3 High,3 High,3 High,3 Better,Good,3,No,0
689,37,36 to 45,Male,Married,Research & Development,Manufacturing Director,3,3 Bachelor,Other,Travel_Rarely,3,No,9434,Q4 highest,15,1,10,10,6 to 10,7,7,8,1,2,3 High,3 High,3 High,3 High,3 Better,Good,3,No,0
690,29,26 to 35,Female,Married,Sales,Sales Executive,2,2 College,Medical,Travel_Rarely,3,No,5561,Q3,14,1,6,6,6 to 10,0,1,2,1,5,3 High,2 Medium,1 Low,3 High,2 Good,Low,3,No,0
691,35,26 to 35,Male,Single,Research & Development,Research Scientist,2,4 Master,Life Sciences,Travel_Rarely,6,No,6646,Q3,13,0,17,17,Over 10,11,11,8,1,3,4 Very High,2 Medium,2 Medium,1 Low,3 Better,Below average,3,No,0
692,33,26 to 35,Male,Divorced,Research & Development,Healthcare Representative,2,3 Bachelor,Life Sciences,Travel_Frequently,6,No,7725,Q3,23,1,15,13,Over 10,11,4,7,3,2,4 Very High,3 High,3 High,3 High,1 Bad,Below average,4,No,0
698,54,46 to 60,Male,Married,Human Resources,Human Resources,3,4 Master,Medical,Travel_Rarely,19,No,10725,Q4 highest,15,1,16,9,6 to 10,7,7,1,2,1,2 Medium,3 High,3 High,3 High,4 Best,Good,3,No,0
699,36,36 to 45,Male,Divorced,Research & Development,Manufacturing Director,2,2 College,Medical,Travel_Rarely,9,Yes,8847,Q4 highest,11,1,13,3,3 to 5,2,0,2,2,2,2 Medium,2 Medium,3 High,2 Medium,3 Better,Below average,3,No,0
700,27,26 to 35,Male,Single,Research & Development,Research Scientist,1,4 Master,Medical,Travel_Rarely,3,No,2045,Q1 lowest,13,0,5,4,3 to 5,2,1,1,0,0,4 Very High,1 Low,4 Very High,2 Medium,3 Better,Good,3,No,0
701,20,18 to 25,Male,Single,Research & Development,Research Scientist,1,1 Below College,Medical,Travel_Rarely,10,Yes,1009,Q1 lowest,11,0,1,1,Under 1 year,0,1,1,1,5,3 High,4 Very High,4 Very High,3 High,3 Better,Good,3,Yes,1
702,33,26 to 35,Male,Single,Research & Development,Research Scientist,1,3 Bachelor,Life Sciences,Travel_Frequently,3,Yes,3348,Q2,11,0,10,10,6 to 10,8,9,7,1,3,1 Low,1 Low,1 Low,3 High,3 Better,Low,3,Yes,1
704,35,26 to 35,Male,Married,Research & Development,Laboratory Technician,1,3 Bachelor,Life Sciences,Non-Travel,3,No,1281,Q1 lowest,18,2,1,1,Under 1 year,0,0,0,1,3,3 High,3 High,3 High,2 Medium,3 Better,Good,3,No,0
705,23,18 to 25,Male,Married,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Rarely,4,No,2819,Q1 lowest,16,1,5,3,3 to 5,2,0,2,2,3,1 Low,1 Low,1 Low,4 Very High,4 Best,Low,3,No,0
707,25,18 to 25,Male,Married,Sales,Sales Executive,2,3 Bachelor,Life Sciences,Travel_Rarely,8,No,4851,Q2,22,1,4,3,3 to 5,2,1,2,0,4,2 Medium,4 Very High,3 High,4 Very High,3 Better,Good,4,No,0
709,38,36 to 45,Female,Single,Sales,Sales Executive,2,4 Master,Marketing,Travel_Rarely,7,No,4028,Q2,20,0,8,7,6 to 10,7,0,5,0,2,4 Very High,4 Very High,1 Low,2 Medium,3 Better,Good,4,No,0
710,29,26 to 35,Male,Divorced,Research & Development,Research Scientist,1,4 Master,Life Sciences,Travel_Frequently,1,No,2720,Q1 lowest,18,1,10,10,6 to 10,7,2,8,1,5,4 Very High,2 Medium,4 Very High,1 Low,3 Better,Good,3,No,0
712,48,46 to 60,Male,Married,Sales,Sales Executive,2,1 Below College,Marketing,Travel_Rarely,2,No,8120,Q3,12,0,12,2,1 to 2,2,2,2,3,3,2 Medium,2 Medium,4 Very High,4 Very High,3 Better,Below average,3,No,0
714,27,26 to 35,Female,Divorced,Sales,Sales Executive,2,1 Below College,Medical,Travel_Frequently,3,Yes,4647,Q2,20,2,6,6,6 to 10,5,0,4,1,3,4 Very High,4 Very High,2 Medium,4 Very High,3 Better,Good,4,No,0
715,37,36 to 45,Male,Single,Research & Development,Research Scientist,1,2 College,Life Sciences,Travel_Rarely,10,No,4680,Q2,17,0,4,1,Under 1 year,0,0,0,3,2,4 Very High,4 Very High,1 Low,4 Very High,3 Better,Good,3,No,0
716,50,46 to 60,Male,Married,Research & Development,Laboratory Technician,1,1 Below College,Medical,Travel_Rarely,28,Yes,3221,Q2,11,3,20,20,Over 10,8,3,8,1,3,3 High,4 Very High,3 High,4 Very High,3 Better,Good,3,No,0
717,34,26 to 35,Female,Single,Research & Development,Healthcare Representative,3,3 Bachelor,Medical,Travel_Rarely,9,No,8621,Q4 highest,14,0,9,8,6 to 10,7,7,7,1,3,2 Medium,4 Very High,2 Medium,2 Medium,4 Best,Good,3,No,0
720,24,18 to 25,Female,Single,Sales,Sales Executive,2,2 College,Life Sciences,Travel_Rarely,3,No,4577,Q2,14,0,4,2,1 to 2,2,2,0,9,3,3 High,1 Low,1 Low,3 High,3 Better,Low,3,Yes,1
721,39,36 to 45,Female,Single,Research & Development,Healthcare Representative,2,4 Master,Technical Degree,Travel_Rarely,2,No,4553,Q2,11,0,20,20,Over 10,7,11,10,1,4,3 High,4 Very High,1 Low,2 Medium,3 Better,Below average,3,No,0
722,32,26 to 35,Male,Single,Sales,Sales Executive,2,3 Bachelor,Marketing,Travel_Rarely,10,No,5396,Q3,12,0,10,10,6 to 10,7,0,8,1,2,4 Very High,4 Very High,4 Very High,3 High,2 Good,Good,3,No,0
723,50,46 to 60,Male,Married,Sales,Sales Executive,2,2 College,Technical Degree,Travel_Frequently,8,Yes,6796,Q3,14,1,18,4,3 to 5,3,1,3,3,4,3 High,2 Medium,1 Low,3 High,3 Better,Below average,3,Yes,1
724,38,36 to 45,Female,Single,Research & Development,Healthcare Representative,2,4 Master,Life Sciences,Travel_Rarely,1,No,7625,Q3,13,0,10,9,6 to 10,7,1,8,0,4,4 Very High,2 Medium,3 High,4 Very High,2 Good,Below average,3,No,0
725,27,26 to 35,Female,Married,Research & Development,Manufacturing Director,3,2 College,Life Sciences,Travel_Rarely,1,No,7412,Q3,11,0,9,9,6 to 10,7,0,7,1,3,1 Low,3 High,4 Very High,3 High,3 Better,Below average,3,No,0
727,32,26 to 35,Female,Single,Research & Development,Research Director,3,2 College,Life Sciences,Travel_Rarely,3,No,11159,Q4 highest,15,0,10,7,6 to 10,7,7,7,3,6,4 Very High,3 High,4 Very High,3 High,3 Better,Good,3,No,0
728,47,46 to 60,Male,Single,Sales,Sales Executive,2,4 Master,Marketing,Travel_Rarely,14,No,4960,Q3,12,0,20,7,6 to 10,7,1,7,2,2,1 Low,4 Very High,4 Very High,3 High,3 Better,Good,3,No,0
729,40,36 to 45,Male,Married,Sales,Sales Executive,3,4 Master,Life Sciences,Travel_Frequently,5,Yes,10475,Q4 highest,21,1,20,18,Over 10,13,1,12,5,2,1 Low,4 Very High,3 High,2 Medium,3 Better,Below average,4,No,0
730,53,46 to 60,Male,Married,Research & Development,Research Director,4,3 Bachelor,Life Sciences,Travel_Rarely,7,No,14814,Q4 highest,19,0,32,5,3 to 5,1,1,3,3,3,3 High,3 High,3 High,4 Very High,3 Better,Good,3,No,0
731,41,36 to 45,Male,Divorced,Human Resources,Manager,5,4 Master,Human Resources,Travel_Rarely,10,No,19141,Q4 highest,15,3,23,21,Over 10,6,12,6,3,2,4 Very High,2 Medium,2 Medium,2 Medium,2 Good,Below average,3,No,0
732,60,46 to 60,Male,Single,Sales,Sales Executive,2,4 Master,Marketing,Travel_Rarely,16,No,5405,Q3,14,0,10,2,1 to 2,2,2,2,8,1,1 Low,1 Low,4 Very High,3 High,3 Better,Below average,3,No,0
733,27,26 to 35,Male,Divorced,Research & Development,Manufacturing Director,3,2 College,Life Sciences,Travel_Frequently,10,No,8793,Q4 highest,21,2,9,9,6 to 10,7,1,7,1,4,1 Low,4 Very High,3 High,3 High,2 Good,Below average,4,No,0
734,41,36 to 45,Male,Married,Human Resources,Manager,5,3 Bachelor,Human Resources,Travel_Rarely,1,No,19189,Q4 highest,12,1,22,22,Over 10,7,2,10,1,3,3 High,4 Very High,2 Medium,2 Medium,3 Better,Good,3,No,0
738,50,46 to 60,Male,Married,Sales,Sales Representative,1,4 Master,Marketing,Travel_Rarely,8,No,3875,Q2,15,1,4,2,1 to 2,2,2,2,7,2,2 Medium,4 Very High,4 Very High,3 High,3 Better,Good,3,No,0
741,28,26 to 35,Female,Single,Research & Development,Research Scientist,1,2 College,Life Sciences,Travel_Rarely,1,Yes,2216,Q1 lowest,13,0,10,7,6 to 10,7,3,7,7,4,2 Medium,1 Low,4 Very High,1 Low,3 Better,Below average,3,Yes,1
742,36,36 to 45,Female,Married,Research & Development,Research Director,3,3 Bachelor,Life Sciences,Non-Travel,8,No,11713,Q4 highest,14,1,10,8,6 to 10,7,0,5,9,2,1 Low,1 Low,1 Low,4 Very High,3 Better,Low,3,No,0
743,38,36 to 45,Female,Single,Research & Development,Manufacturing Director,3,3 Bachelor,Life Sciences,Travel_Rarely,1,Yes,7861,Q3,14,0,10,1,Under 1 year,0,0,0,4,4,3 High,3 High,4 Very High,3 High,4 Best,Good,3,No,0
744,44,36 to 45,Male,Single,Research & Development,Laboratory Technician,1,3 Bachelor,Medical,Non-Travel,24,No,3708,Q2,14,0,9,5,3 to 5,2,1,4,2,5,3 High,1 Low,3 High,1 Low,3 Better,Below average,3,No,0
746,47,46 to 60,Female,Divorced,Sales,Sales Executive,4,3 Bachelor,Medical,Travel_Frequently,3,Yes,13770,Q4 highest,12,2,28,22,Over 10,2,11,13,9,2,3 High,4 Very High,4 Very High,3 High,2 Good,Good,3,No,0
747,30,26 to 35,Male,Divorced,Sales,Sales Executive,2,5 Doctor,Marketing,Travel_Rarely,27,No,5304,Q3,23,1,10,8,6 to 10,7,7,7,7,2,4 Very High,3 High,4 Very High,3 High,2 Good,Good,4,No,0
749,29,26 to 35,Male,Single,Sales,Sales Representative,1,3 Bachelor,Life Sciences,Travel_Rarely,10,No,2642,Q1 lowest,11,0,1,1,Under 1 year,0,0,0,1,6,3 High,3 High,3 High,3 High,3 Better,Good,3,No,0
752,42,36 to 45,Male,Divorced,Research & Development,Research Scientist,1,3 Bachelor,Medical,Travel_Frequently,19,Yes,2759,Q1 lowest,12,0,7,2,1 to 2,2,2,2,6,2,3 High,3 High,4 Very High,4 Very High,3 Better,Good,3,Yes,1
754,43,36 to 45,Male,Married,Sales,Sales Executive,2,3 Bachelor,Life Sciences,Travel_Frequently,15,No,6804,Q3,18,1,7,2,1 to 2,2,2,2,3,5,4 Very High,4 Very High,3 High,2 Medium,3 Better,Good,3,No,0
757,34,26 to 35,Female,Single,Research & Development,Healthcare Representative,2,2 College,Medical,Travel_Rarely,8,No,6142,Q3,11,0,10,5,3 to 5,1,4,3,3,2,3 High,2 Medium,4 Very High,3 High,3 Better,Good,3,No,0
